author,title,pages,year,booktitle,ee,crossref,url,genre
"['Suhaib Mujahid', 'Rabe Abdalkareem', 'Emad Shihab']",Studying Permission Related Issues in Android Wearable Apps.,['345-356'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00043', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00043']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#MujahidAS18'],inproceedings
"['Yutaro Kashiwa', 'Hayato Yoshiyuki', 'Yusuke Kukita', 'Masao Ohira']",A Pilot Study of Diversity in High Impact Bugs.,['536-540'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.89', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.89']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#KashiwaYKO14'],inproceedings
"['Jan Schroeder', 'Christian Berger 0001', 'Alessia Knauss', 'Harri Preenja', 'Mohammad Ali 0002', 'Miroslaw Staron', 'Thomas Herpel']",Predicting and Evaluating Software Model Growth in the Automotive Industry.,['584-593'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.41', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.41']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#Schroeder0KPASH17'],inproceedings
"['John Johnson', 'Sergio Lubo', 'Nishitha Yedla', 'Jairo Aponte', 'Bonita Sharif']",An Empirical Study Assessing Source Code Readability in Comprehension.,['513-523'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00085'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#JohnsonLYAS19'],inproceedings
"['Christoph Stanik', 'Lloyd Montgomery', 'Daniel Martens', 'Davide Fucci', 'Walid Maalej']",A Simple NLP-Based Approach to Support Onboarding and Retention in Open Source Communities.,['172-182'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00027', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00027']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#StanikMMFM18'],inproceedings
"['Xuan-Bach D. Le', 'Quang Loc Le', 'David Lo 0001', 'Claire Le Goues']",Enhancing Automated Program Repair with Deductive Verification.,['428-432'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.66', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.66']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#LeLLG16'],inproceedings
['Kai Shi'],Combining Evolutionary Algorithms with Constraint Solving for Configuration Optimization.,['665-669'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.32', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.32']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#Shi17'],inproceedings
"['Wei Wang 0001', 'Michael W. Godfrey']","Recommending Clones for Refactoring Using Design, Context, and History.",['331-340'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.55', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.55']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#WangG14'],inproceedings
"['Hakam W. Alomari', 'Michael L. Collard', 'Jonathan I. Maletic']",A Slice-Based Estimation Approach for Maintenance Effort.,['81-90'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.30', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.30']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#AlomariCM14'],inproceedings
"['Harry M. Sneed', 'Chris Verhoef']",Reverse engineering a visual age application.,['487-496'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332500', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332500']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#SneedV15'],inproceedings
['Aiko Yamashita'],"Experiences from performing software quality evaluations via combining benchmark-based metrics analysis, software visualization, and expert assessment.",['421-428'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332493', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332493']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#Yamashita15'],inproceedings
"['Ivano Malavolta', 'Roberto Verdecchia', 'Bojan Filipovic', 'Magiel Bruntink', 'Patricia Lago']",How Maintainability Issues of Android Apps Evolve.,['334-344'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00042', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00042']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#MalavoltaVFBL18'],inproceedings
"['Shudi Shao', 'Zhengyi Qiu', 'Xiao Yu', 'Wei Yang', 'Guoliang Jin', 'Tao Xie', 'Xintao Wu']",Database-Access Performance Antipatterns in Database-Backed Web Applications.,['58-69'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00016'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#ShaoQYYJXW20'],inproceedings
"['Tien-Duy B. Le', 'David Lo 0001', 'Ming Li 0005']",Constrained feature selection for localizing faults.,['501-505'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332502', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332502']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#LeLL15'],inproceedings
"['Yue Cai Zhu', 'Emad Shihab', 'Peter C. Rigby']",Test Re-Prioritization in Continuous Testing Environments.,['69-79'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00016', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00016']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#ZhuSR18'],inproceedings
"['Lu Wang 0014', 'Qingshan Li']",A Multiagent-Based Framework for Self-Adaptive Software with Search-Based Optimization.,['621-625'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.16', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.16']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#WangL16'],inproceedings
"['Chunhua Yang', 'Jim Whitehead']",Identifying the Within-Statement Changes to Facilitate Change Understanding.,['191-201'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00030'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#YangW19'],inproceedings
"['Lukas Linsbauer', 'Florian Angerer', 'Paul Grünbacher', 'Daniela Lettner', 'Herbert Prähofer', 'Roberto E. Lopez-Herrejon', 'Alexander Egyed']",Recovering Feature-to-Code Mappings in Mixed-Variability Software Systems.,['426-430'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.67', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.67']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#LinsbauerAGLPLE14'],inproceedings
['Tom Mens'],An Ecosystemic and Socio-Technical View on Software Maintenance and Evolution.,['1-8'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.19', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.19']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#Mens16'],inproceedings
"['Katja Kevic', 'Thomas Fritz 0001', 'David C. Shepherd']",CoMoGen: An Approach to Locate Relevant Task Context by Combining Search and Navigation.,['61-70'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.28', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.28']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#KevicFS14'],inproceedings
['Asif Imran'],Design Smell Detection and Analysis for Open Source Java Software.,['644-648'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00104'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Imran19'],inproceedings
"['Karla Saur', 'Tudor Dumitras', 'Michael W. Hicks']",Evolving NoSQL Databases without Downtime.,['166-176'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.47', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.47']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#SaurDH16'],inproceedings
"['Pengcheng Zhang', 'Feng Xiao', 'Xiapu Luo']",A Framework and DataSet for Bugs in Ethereum Smart Contracts.,['139-150'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00023'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#ZhangXL20'],inproceedings
['Fabio Palomba'],Alternative Sources of Information for Code Smell Detection: Postcards from Far Away.,['636-640'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.26', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.26']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#Palomba16'],inproceedings
['Steven P. Reiss'],Tool Demo: Browsing Software Repositories.,['589-592'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.102', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.102']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#Reiss14a'],inproceedings
"['Zixiao Zhu', 'Yanzhen Zou', 'Bing Xie', 'Yong Jin', 'Zeqi Lin', 'Lu Zhang 0023']",Mining API Usage Examples from Test Code.,['301-310'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.52', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.52']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#ZhuZXJL014'],inproceedings
"['Md. Rayhanur Rahman', 'Akond Rahman', 'Laurie A. Williams']","Share, But be Aware: Security Smells in Python Gists.",['536-540'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00087'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#RahmanRW19'],inproceedings
"['Veit Frick', 'Christoph Wedenig', 'Martin Pinzger 0001']",DiffViz: A Diff Algorithm Independent Visualization Tool for Edit Scripts.,['705-709'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00081', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00081']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#FrickWP18'],inproceedings
['Tukaram Muske'],Improving Review of Clustered-Code Analysis Warnings.,['569-572'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.97', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.97']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#Muske14'],inproceedings
"['Wasim Said', 'Jochen Quante', 'Rainer Koschke']",Reflexion Models for State Machine Extraction and Verification.,['149-159'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00025', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00025']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#SaidQK18a'],inproceedings
"['Felipe Ebert', 'Fernando Castor', 'Nicole Novielli', 'Alexander Serebrenik']",Confusion Detection in Code Reviews.,['549-553'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.40', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.40']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#EbertCNS17'],inproceedings
"['Gemma Catolino', 'Fabio Palomba', 'Andy Zaidman', 'Filomena Ferrucci']",How the Experience of Development Teams Relates to Assertion Density of Test Classes.,['223-234'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00034'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#CatolinoPZF19'],inproceedings
"['Luiz Carvalho', 'Alessandro F. Garcia 0001', 'Thelma Elita Colanzi', 'Wesley K. G. Assunção', 'Juliana Alves Pereira', 'Baldoino Fonseca', 'Márcio Ribeiro 0001', 'Maria Julia de Lima', 'Carlos Lucena']",On the Performance and Adoption of Search-Based Microservice Identification with toMicroservices.,['569-580'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00060'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#CarvalhoGCAPFRL20'],inproceedings
"['Bingying Guo', 'Huiyan Wang', 'Chang Xu 0001', 'Jian Lu 0001']",GEAS: Generic Adaptive Scheduling for High-Efficiency Context Inconsistency Detection.,['137-147'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.10', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.10']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#GuoWXL17'],inproceedings
['Francis Palma'],Specification and Detection of SOA Antipatterns.,['670'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.125', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.125']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#Palma14'],inproceedings
['Mohammad Ghafari'],Extracting Code Examples from Unit Test Cases.,['667'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.122', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.122']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#Ghafari14'],inproceedings
"['Mauricio Finavaro Aniche', 'Gabriele Bavota', 'Christoph Treude', 'Arie van Deursen', 'Marco Aurélio Gerosa']",A Validated Set of Smells in Model-View-Controller Architectures.,['233-243'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.12', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.12']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#AnicheBTDG16'],inproceedings
"['Weslley Torres', 'Mark G. J. van den Brand', 'Alexander Serebrenik']",Automatic Support for Multi-Domain Model Management.,['830-833'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00104'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#TorresBS20'],inproceedings
"['Zhenhao Wu', 'Jiashuo Zhang', 'Jianbo Gao', 'Yue Li', 'Qingshan Li', 'Zhi Guan', 'Zhong Chen']",Kaya: A Testing Framework for Blockchain-based Decentralized Applications.,['826-829'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00103'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#WuZGLLGC20'],inproceedings
"['Théo Zimmermann', 'Annalí Casanueva Artís']",Impact of Switching Bug Trackers: A Case Study on a Medium-Sized Open Source Project.,['13-23'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00011'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#ZimmermannA19'],inproceedings
"['Hang Li', 'Lin Yan', 'XiLiang Zhao']",Application of Philosophical Principles in Linux Kernel Customization.,['365'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00057'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#LiYZ19'],inproceedings
"['Patanamon Thongtanunam', 'Xin Yang 0018', 'Norihiro Yoshida', 'Raula Gaikovina Kula', 'Ana Erika Camargo Cruz', 'Kenji Fujiwara', 'Hajimu Iida']",ReDA: A Web-Based Visualization Tool for Analyzing Modern Code Review Dataset.,['605-608'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.106', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.106']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#ThongtanunamYYKCFI14'],inproceedings
['Vipin Balachandran'],Reducing accidental clones using instant clone search in automatic code review.,['781-783'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00089'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#Balachandran20a'],inproceedings
"['Petru Florin Mihancea', 'Roger Scott']",CodeSonar (R) Extension for Copy-Paste-(Mis) Adapt Error Detection.,['386-389'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00065'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#MihanceaS19'],inproceedings
"['Alka Singh', 'Austin Z. Henley', 'Scott D. Fleming', 'Maria V. Luong']",An Empirical Evaluation of Models of Programmer Navigation.,['9-19'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.84', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.84']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#SinghHFL16'],inproceedings
"['Stanislav Levin', 'Amiram Yehudai']",Processing Large Datasets of Fined Grained Source Code Changes.,['382-385'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00064'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#LevinY19'],inproceedings
['Hudson Borges'],On the Popularity of GitHub Software.,['618'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.103', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.103']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#Borges16'],inproceedings
"['Kazuki Nishikawa', 'Hironori Washizaki', 'Yoshiaki Fukazawa', 'Keishi Oshima', 'Ryota Mibe']",Recovering transitive traceability links among software artifacts.,['576-580'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332517', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332517']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#NishikawaWFOM15'],inproceedings
"['Candy Pang', 'Abram Hindle']",Continuous Maintenance.,['458-462'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.45', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.45']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#PangH16'],inproceedings
"['Anderson G. Uchôa', 'Caio Barbosa', 'Willian Nalepa Oizumi', 'Publio Blenilio', 'Rafael Lima', 'Alessandro F. Garcia 0001', 'Carla I. M. Bezerra']",How Does Modern Code Review Impact Software Design Degradation? An In-depth Empirical Study.,['511-522'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00055'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#UchoaBOBL0B20'],inproceedings
"['Chris Mills', 'Javier Escobar-Avila', 'Aditya Bhattacharya', 'Grigoriy Kondyukov', 'Shayok Chakraborty', 'Sonia Haiduc']",Tracing with Less Data: Active Learning for Classification-Based Traceability Link Recovery.,['103-113'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00020'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#MillsEBKCH19'],inproceedings
"['Yuechen Wu', 'Yingfeng Chen', 'Xiaofei Xie', 'Bing Yu', 'Changjie Fan', 'Lei Ma 0003']",Regression Testing of Massively Multiplayer Online Role-Playing Games.,['692-696'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00074'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#WuCXYF020'],inproceedings
"['Matthias Galster', 'Christoph Treude', 'Kelly Blincoe']",Supporting Software Architecture Maintenance by Providing Task-Specific Recommendations.,['370-372'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00060'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#GalsterTB19'],inproceedings
"['Qi Cao', 'Ruiyin Wen', 'Shane McIntosh']",Forecasting the Duration of Incremental Build Jobs.,['524-528'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.34', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.34']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#CaoWM17'],inproceedings
"['Binxian Tao', 'Ju Qian']",Refactoring Java Concurrent Programs Based on Synchronization Requirement Analysis.,['361-370'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.58', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.58']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#TaoQ14'],inproceedings
"['Shane McKee', 'Nicholas Nelson 0002', 'Anita Sarma', 'Danny Dig']",Software Practitioner Perspectives on Merge Conflicts and Resolutions.,['467-478'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.53', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.53']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#McKee0SD17'],inproceedings
"['Francesca Arcelli Fontana', 'Ilaria Pigazzini', 'Riccardo Roveda', 'Marco Zanoni']",Automatic Detection of Instability Architectural Smells.,['433-437'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.33', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.33']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#FontanaPRZ16'],inproceedings
"['Chris Mills', 'Jevgenija Pantiuchina', 'Esteban Parra', 'Gabriele Bavota', 'Sonia Haiduc']",Are Bug Reports Enough for Text Retrieval-Based Bug Localization?,['381-392'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00046', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00046']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#MillsPPBH18'],inproceedings
"['Alex Cummaudo', 'Rajesh Vasa', 'John C. Grundy', 'Mohamed Abdelrazek 0001', 'Andrew Cain']",Losing Confidence in Quality: Unspoken Evolution of Computer Vision Services.,['333-342'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00051'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#CummaudoVGAC19'],inproceedings
"['Wei Wang', 'Guozhu Meng', 'Haoyu Wang', 'Kai Chen 0012', 'Weimin Ge', 'Xiaohong Li 0001']",A,['617-628'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00064'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#WangMW0G020'],inproceedings
"['Hongwei Li', 'Sirui Li', 'Jiamou Sun', 'Zhenchang Xing', 'Xin Peng 0001', 'Mingwei Liu', 'Xuejiao Zhao']",Improving API Caveats Accessibility by Mining API Caveats Knowledge Graph.,['183-193'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00028', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00028']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#LiLSXPLZ18'],inproceedings
"['Jevgenija Pantiuchina', 'Michele Lanza', 'Gabriele Bavota']",Improving Code: The (Mis) Perception of Quality Metrics.,['80-91'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00017', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00017']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#PantiuchinaLB18'],inproceedings
"['Caius Brindescu', 'Yenifer Ramirez Gonzalez', 'Anita Sarma', 'Carlos Jensen']",Lifting the Curtain on Merge Conflict Resolution: A Sensemaking Perspective.,['534-545'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00057'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#BrindescuGSJ20'],inproceedings
"['Ruru Yue', 'Zhe Gao', 'Na Meng', 'Yingfei Xiong 0001', 'Xiaoyin Wang', 'J. David Morgenthaler']",Automatic Clone Recommendation for Refactoring Based on the Present and the Past.,['115-126'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00021', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00021']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#YueGMXWM18'],inproceedings
"['Delano Oliveira', 'Reydne Bruno', 'Fernanda Madeiral', 'Fernando Castor']",Evaluating Code Readability and Legibility: An Examination of Human-centric Studies.,['348-359'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00041'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#OliveiraBMC20'],inproceedings
"['Mathew Hall', 'Neil Walkinshaw']",Data and Analysis Code for GP EFSM Inference.,['611'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.22', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.22']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#HallW16'],inproceedings
"['Yue Yu 0001', 'Huaimin Wang', 'Gang Yin', 'Charles X. Ling']",Reviewer Recommender of Pull-Requests in GitHub.,['609-612'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.107', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.107']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#YuWYL14'],inproceedings
"['Soichi Sumi', 'Yoshiki Higo', 'Keisuke Hotta', 'Shinji Kusumoto']",Toward improving graftability on automated program repair.,['511-515'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332504', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332504']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#SumiHHK15'],inproceedings
"['Emad Aghajani', 'Csaba Nagy 0001', 'Gabriele Bavota', 'Michele Lanza']",A Large-Scale Empirical Study on Linguistic Antipatterns Affecting APIs.,['25-35'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00012', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00012']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#AghajaniNBL18'],inproceedings
"['Henrik Plate', 'Serena Elisa Ponta', 'Antonino Sabetta']",Impact assessment for vulnerabilities in open-source software libraries.,['411-420'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332492', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332492']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#PlatePS15'],inproceedings
"['Kamonphop Srisopha', 'Chukiat Phonsom', 'Keng Lin', 'Barry W. Boehm']","Same App, Different Countries: A Preliminary User Reviews Study on Most Downloaded iOS Apps.",['76-80'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00017'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#SrisophaPLB19'],inproceedings
['Deema Alshoaibi'],Characterizing Performance Regression Introducing Code Changes.,['634-638'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00102'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Alshoaibi19'],inproceedings
"['Michele Tufano', 'Cody Watson', 'Gabriele Bavota', 'Massimiliano Di Penta', 'Martin White', 'Denys Poshyvanyk']",Learning How to Mutate Source Code from Bug-Fixes.,['301-312'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00046'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#TufanoWBPWP19'],inproceedings
"['Yao Lu 0003', 'Xinjun Mao', 'Minghui Zhou', 'Yang Zhang 0026', 'Tao Wang', 'Zude Li']",Haste Makes Waste: An Empirical Study of Fast Answers in Stack Overflow.,['23-34'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00013'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#0003MZ0WL20'],inproceedings
"['Mona Rahimi', 'Jane Cleland-Huang']","Artifact: Cassandra Source Code, Feature Descriptions across 27 Versions, with Starting and Ending Version Trace Matrices.",['612'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.42', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.42']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#RahimiC16'],inproceedings
"['Mona Rahimi', 'William Goss', 'Jane Cleland-Huang']",Evolving Requirements-to-Code Trace Links across Versions of a Software System.,['99-109'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.57', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.57']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#RahimiGC16'],inproceedings
"['Sergio Flores-Ruiz', 'Ricardo Pérez-Castillo', 'Christoph Domann', 'Simona Puica']",Mainframe Migration Based on Screen Scraping.,['675-684'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00077', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00077']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#Flores-RuizPDP18'],inproceedings
"['Veit Frick', 'Thomas Grassauer', 'Fabian Beck 0001', 'Martin Pinzger 0001']",Generating Accurate and Compact Edit Scripts Using Tree Differencing.,['264-274'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00036', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00036']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#FrickG0P18'],inproceedings
